codigo_ocorrencia;codigo_ocorrencia2;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;total_recomendacoes
51853;51853;INCIDENTE;TIRADENTES;MG;****;01/11/2011;14:30:00;0
45271;45271;ACIDENTE;NOVA ERECHIM;SC;****;02/11/2011;21:30:00;0
45211;45211;ACIDENTE;ELDORADO DO SUL;RS;****;05/11/2011;17:45:00;0
51854;51854;INCIDENTE;RIO DE JANEIRO;RJ;SBRJ;05/11/2011;12:52:00;0
51855;51855;INCIDENTE;ARAÇATUBA;SP;SBAU;08/11/2011;21:30:00;0
51786;51786;INCIDENTE;SÃO GABRIEL DA PALHA;ES;****;09/11/2011;19:42:00;0
43655;43655;INCIDENTE;MACAÉ;RJ;****;10/11/2011;18:35:00;0
51787;51787;INCIDENTE;BELÉM;PA;SBJC;10/11/2011;12:24:00;0
51789;51789;INCIDENTE;CAMPO FLORIDO;MG;SIRS;10/11/2011;17:30:00;0
51856;51856;INCIDENTE;PALMAS;TO;SBPJ;10/11/2011;12:26:00;0
45269;45269;ACIDENTE;MIGUELÓPOLIS;SP;****;11/11/2011;14:30:00;0
45238;45238;ACIDENTE;AIMORÉS;MG;****;12/11/2011;21:30:00;0
45267;45267;ACIDENTE;CUIABÁ;MT;****;12/11/2011;20:00:00;0
51857;51857;INCIDENTE;FORTALEZA;CE;SBFZ;12/11/2011;17:20:00;0
45286;45286;ACIDENTE;CONDEÚBA;BA;SIPO;14/11/2011;22:00:00;0
45554;45554;INCIDENTE GRAVE;UBERLÂNDIA;MG;SBUL;15/11/2011;02:15:00;20
51793;51793;INCIDENTE;SANTANA DO PARAÍSO;MG;SBIP;15/11/2011;18:35:00;0
45576;45576;INCIDENTE GRAVE;PORTO ALEGRE;RS;SBPA;16/11/2011;15:35:00;3
51775;51775;INCIDENTE GRAVE;BELO HORIZONTE;MG;SBBH;19/11/2011;15:37:00;0
51858;51858;INCIDENTE;LUZIÂNIA;GO;SWUZ;19/11/2011;17:00:00;0
45268;45268;ACIDENTE;ILHA COMPRIDA;SP;SDBV;20/11/2011;18:00:00;0
45270;45270;ACIDENTE;TABAPORÃ;MT;****;20/11/2011;19:00:00;0
45280;45280;ACIDENTE;ALTO ALEGRE;RR;****;22/11/2011;17:40:00;2
51860;51860;INCIDENTE;MACAÉ;RJ;SBME;22/11/2011;17:56:00;0
45760;45760;INCIDENTE;GUARULHOS;SP;****;23/11/2011;18:32:00;0
51795;51795;INCIDENTE;CAMPO GRANDE;MS;SBCG;23/11/2011;20:02:00;0
45232;45232;INCIDENTE GRAVE;LONDRINA;PR;****;24/11/2011;20:10:00;0
51861;51861;INCIDENTE;PORTO ALEGRE;RS;SBPA;24/11/2011;21:30:00;0
53103;53103;INCIDENTE GRAVE;ATIBAIA;SP;SDTB;24/11/2011;12:40:00;2
45233;45233;INCIDENTE GRAVE;SANTA MARIA;RS;SBSM;25/11/2011;22:50:00;0
45769;45769;INCIDENTE;BELO HORIZONTE;MG;SBBH;25/11/2011;18:07:00;0
51863;51863;INCIDENTE;SÃO PAULO;SP;SBMT;25/11/2011;11:35:00;0
45279;45279;ACIDENTE;CARMO DO CAJURU;MG;****;26/11/2011;13:00:00;1
45282;45282;ACIDENTE;PIRACICABA;SP;****;26/11/2011;12:00:00;0
45235;45235;INCIDENTE GRAVE;CARAUARI;AM;****;27/11/2011;13:40:00;1
45274;45274;ACIDENTE;LONDRINA;PR;SBLO;27/11/2011;11:00:00;2
45277;45277;ACIDENTE;ÁGUA CLARA;MS;****;27/11/2011;10:10:00;0
51776;51776;INCIDENTE GRAVE;FLORIANÓPOLIS;SC;****;27/11/2011;12:00:00;0
51864;51864;INCIDENTE;GOIÂNIA;GO;SBGO;27/11/2011;17:02:00;0
45247;45247;ACIDENTE;MIRADOR;PR;****;30/11/2011;13:30:00;0
45253;45253;INCIDENTE;RIO DE JANEIRO;RJ;SBJR;30/11/2011;17:56:00;0
45285;45285;ACIDENTE;TRÊS RANCHOS;GO;****;30/11/2011;12:55:00;2
51771;51771;ACIDENTE;PORTO ALEGRE;RS;SBPA;01/12/2011;12:30:00;0
45284;45284;ACIDENTE;CAMPO NOVO DO PARECIS;MT;SJTO;02/12/2011;15:45:00;1
51867;51867;INCIDENTE;GUARULHOS;SP;SBGR;03/12/2011;01:30:00;0
45237;45237;INCIDENTE GRAVE;SENADOR GUIOMARD;AC;****;05/12/2011;20:28:00;1
51868;51868;INCIDENTE;GOIÂNIA;GO;SBGO;05/12/2011;19:28:00;0
45252;45252;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;****;08/12/2011;22:37:00;6
45250;45250;ACIDENTE;SÃO BENTO DO SUL;SC;****;09/12/2011;16:30:00;1
45251;45251;ACIDENTE;ARROIO GRANDE;RS;****;10/12/2011;10:55:00;1
45289;45289;INCIDENTE;MANAUS;AM;SBEG;10/12/2011;11:20:00;0
51869;51869;INCIDENTE;GUARULHOS;SP;SBGR;10/12/2011;17:38:00;0
45236;45236;INCIDENTE;CAMPINAS;SP;****;11/12/2011;14:13:00;0
51870;51870;INCIDENTE;GUARULHOS;SP;SBGR;13/12/2011;19:59:00;0
45313;45313;INCIDENTE;BRASÍLIA;DF;SBBR;14/12/2011;16:55:00;0
45296;45296;INCIDENTE;RIO DE JANEIRO;RJ;SBGL;15/12/2011;13:13:00;0
51872;51872;INCIDENTE;CAMPO GRANDE;MS;SBCG;15/12/2011;21:20:00;0
51873;51873;INCIDENTE;SÃO PAULO;SP;****;17/12/2011;14:00:00;0
51796;51796;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;****;19/12/2011;10:50:00;0
51874;51874;INCIDENTE;PETROLINA;PE;SBPL;19/12/2011;20:24:00;0
45288;45288;ACIDENTE;SÃO BORJA;RS;****;20/12/2011;18:00:00;0
51877;51877;INCIDENTE;MACAÉ;RJ;****;20/12/2011;11:50:00;0
45272;45272;ACIDENTE;ERECHIM;RS;SSER;21/12/2011;10:00:00;2
45273;45273;ACIDENTE;PORTO ALEGRE;RS;SSBN;21/12/2011;14:50:00;2
45294;45294;INCIDENTE;RIO VERDE;GO;****;21/12/2011;11:28:00;0
45529;45529;ACIDENTE;NOVO PROGRESSO;PA;****;21/12/2011;16:50:00;0
51777;51777;INCIDENTE GRAVE;BEBEDOURO;SP;SDBB;23/12/2011;20:40:00;0
45311;45311;ACIDENTE;GOIÂNIA;GO;****;24/12/2011;13:45:00;0
51878;51878;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;SBCT;24/12/2011;22:15:00;0
45292;45292;INCIDENTE GRAVE;FORMIGA;MG;****;26/12/2011;21:30:00;0
45328;45328;INCIDENTE;SÃO PAULO;SP;****;28/12/2011;03:17:00;0
45450;45450;INCIDENTE;CONFINS;MG;****;28/12/2011;19:00:00;0
45293;45293;INCIDENTE;VÁRZEA GRANDE;MT;SBCY;29/12/2011;18:51:00;0
45327;45327;INCIDENTE;CONFINS;MG;SBCF;29/12/2011;06:48:00;0
45930;45930;ACIDENTE;AQUIRAZ;CE;****;29/12/2011;12:00:00;0
51880;51880;INCIDENTE;GUARULHOS;SP;****;29/12/2011;09:00:00;0
51881;51881;INCIDENTE;BELO HORIZONTE;MG;****;29/12/2011;17:18:00;0
51882;51882;INCIDENTE;GUARULHOS;SP;SBGR;29/12/2011;14:11:00;0
51883;51883;INCIDENTE;NAVEGANTES;SC;SBNF;29/12/2011;18:33:00;0
45291;45291;ACIDENTE;IGUABA GRANDE;RJ;****;30/12/2011;17:40:00;1
45655;45655;INCIDENTE;MANAUS;AM;****;30/12/2011;14:00:00;0
52242;52242;INCIDENTE;PORTO ALEGRE;RS;SBPA;05/01/2012;20:27:00;0
45331;45331;ACIDENTE;GUARULHOS;SP;SBGR;06/01/2012;13:44:00;3
45333;45333;ACIDENTE;VIAMÃO;RS;****;06/01/2012;13:00:00;0
45401;45401;ACIDENTE;SÃO SEBASTIÃO;SP;****;06/01/2012;17:00:00;0
45407;45407;ACIDENTE;SÃO SEPÉ;RS;****;06/01/2012;16:30:00;0
52243;52243;INCIDENTE;UBATUBA;SP;****;06/01/2012;14:30:00;0
50713;50713;INCIDENTE GRAVE;CAMPINAS;SP;SDAI;07/01/2012;18:15:00;0
45334;45334;INCIDENTE;BELÉM;PA;SBBE;08/01/2012;19:12:00;0
45391;45391;ACIDENTE;CONCEIÇÃO DAS ALAGOAS;MG;****;08/01/2012;16:00:00;0
52244;52244;INCIDENTE;UBERLÂNDIA;MG;SBUL;08/01/2012;22:13:00;0
45332;45332;ACIDENTE;VIAMÃO;RS;****;09/01/2012;13:30:00;0
52245;52245;INCIDENTE;PORTO ALEGRE;RS;SBPA;09/01/2012;13:36:00;0
45396;45396;INCIDENTE GRAVE;MARABÁ;PA;SBMA;11/01/2012;11:21:00;0
45408;45408;ACIDENTE;ELDORADO;SP;****;11/01/2012;13:45:00;0
45447;45447;INCIDENTE;RIO BRANCO;AC;****;13/01/2012;18:15:00;0
45409;45409;ACIDENTE;CÁCERES;MT;****;14/01/2012;10:00:00;0
45693;45693;INCIDENTE;MACAÉ;RJ;****;14/01/2012;10:30:00;0
52246;52246;INCIDENTE;BRASÍLIA;DF;SBBR;16/01/2012;16:47:00;0
50714;50714;INCIDENTE GRAVE;CAMOCIM;CE;SNWC;17/01/2012;18:25:00;0
45399;45399;INCIDENTE GRAVE;MUANÁ;PA;****;18/01/2012;17:35:00;0
52247;52247;INCIDENTE;BELO HORIZONTE;MG;SBPR;18/01/2012;13:10:00;0
45392;45392;ACIDENTE;BRASÍLIA;DF;****;19/01/2012;21:30:00;2
45390;45390;ACIDENTE;CACHOEIRA DOURADA;GO;****;20/01/2012;21:00:00;0
45405;45405;INCIDENTE;CUIABÁ;MT;****;20/01/2012;08:00:00;0
45582;45582;INCIDENTE GRAVE;RONDONÓPOLIS;MT;SWRD;20/01/2012;17:00:00;0
45400;45400;INCIDENTE GRAVE;BRASÍLIA;DF;SBBR;21/01/2012;14:50:00;4
45410;45410;ACIDENTE;BRAGANÇA PAULISTA;SP;SDVH;21/01/2012;23:30:00;0
52241;52241;INCIDENTE GRAVE;UBERLÂNDIA;MG;SBUL;21/01/2012;20:45:00;0
52248;52248;INCIDENTE;SÃO PAULO;SP;SBMT;21/01/2012;11:15:00;0
45393;45393;ACIDENTE;RIO DE JANEIRO;RJ;SBJR;22/01/2012;20:25:00;0
45397;45397;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;****;22/01/2012;19:05:00;2
52051;52051;INCIDENTE;RECIFE;PE;SBRF;22/01/2012;23:00:00;0
45412;45412;ACIDENTE;TASSO FRAGOSO;MA;****;23/01/2012;09:33:00;2
45413;45413;ACIDENTE;ITAPURANGA;GO;****;25/01/2012;22:00:00;0
52053;52053;INCIDENTE;VITÓRIA;ES;SBVT;25/01/2012;13:36:00;0
52054;52054;INCIDENTE;SÃO PAULO;SP;SBMT;25/01/2012;23:00:00;0
52055;52055;INCIDENTE;RIBEIRÃO PRETO;SP;****;25/01/2012;09:30:00;0
45802;45802;INCIDENTE;BELO HORIZONTE;MG;SBBH;26/01/2012;17:00:00;0
45667;45667;INCIDENTE;JOINVILLE;SC;SBJV;27/01/2012;14:45:00;0
45579;45579;ACIDENTE;CAMPOS LINDOS;TO;****;28/01/2012;18:35:00;0
45415;45415;ACIDENTE;RIO DE JANEIRO;RJ;****;30/01/2012;13:55:00;0
45719;45719;INCIDENTE;PELOTAS;RS;****;30/01/2012;21:30:00;0
45414;45414;ACIDENTE;NOVA BRASILÂNDIA;MT;****;31/01/2012;18:00:00;0
45417;45417;ACIDENTE;VÁRZEA GRANDE;MT;****;31/01/2012;14:15:00;0
45668;45668;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;****;01/02/2012;12:30:00;0
45682;45682;INCIDENTE;MACAÉ;RJ;****;01/02/2012;13:50:00;0
45525;45525;ACIDENTE;CAMPO FLORIDO;MG;****;02/02/2012;21:30:00;2
45705;45705;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;SBCT;02/02/2012;22:35:00;0
45658;45658;INCIDENTE;CAMPO GRANDE;MS;SBCG;03/02/2012;23:33:00;0
45703;45703;INCIDENTE;RIO DE JANEIRO;RJ;SBGL;03/02/2012;02:04:00;0
45701;45701;INCIDENTE;BELÉM;PA;SBBE;04/02/2012;14:55:00;0
45587;45587;ACIDENTE;CORRENTINA;BA;****;05/02/2012;20:27:00;0
52056;52056;INCIDENTE;LONDRINA;PR;SBLO;05/02/2012;17:34:00;0
45469;45469;INCIDENTE;PIRACICABA;SP;SDPW;06/02/2012;20:45:00;0
45572;45572;ACIDENTE;PALESTINA;SP;****;06/02/2012;19:30:00;0
45669;45669;INCIDENTE;ITANHAÉM;SP;****;06/02/2012;14:00:00;0
45699;45699;INCIDENTE;SÃO PAULO;SP;SBSP;06/02/2012;18:44:00;0
45700;45700;INCIDENTE;CUIABÁ;MT;****;06/02/2012;20:00:00;0
45524;45524;ACIDENTE;JUNDIAÍ;SP;SBJD;07/02/2012;16:10:00;0
45580;45580;INCIDENTE GRAVE;MACAÉ;RJ;****;07/02/2012;14:50:00;4
45588;45588;ACIDENTE;RIO DE JANEIRO;RJ;****;07/02/2012;20:56:00;4
45656;45656;INCIDENTE;JUNDIAÍ;SP;SBJD;07/02/2012;20:50:00;0
46900;46900;ACIDENTE;QUELUZITO;MG;****;07/02/2012;19:45:00;0
45528;45528;ACIDENTE;BELÉM;PA;****;08/02/2012;01:44:00;3
45564;45564;ACIDENTE;SONORA;MS;****;08/02/2012;09:50:00;0
45585;45585;ACIDENTE;BELA VISTA DO PARAÍSO;PR;****;08/02/2012;21:35:00;0
45678;45678;INCIDENTE;BELO HORIZONTE;MG;SBPR;10/02/2012;22:05:00;0
45718;45718;INCIDENTE;UBERLÂNDIA;MG;SBUL;10/02/2012;04:00:00;0
45466;45466;ACIDENTE;CAMPINAS;SP;SDAM;12/02/2012;19:25:00;0
45470;45470;INCIDENTE;RIO DE JANEIRO;RJ;SBGL;12/02/2012;02:20:00;0
45586;45586;ACIDENTE;ARROIO GRANDE;RS;****;15/02/2012;13:00:00;0
52471;52471;INCIDENTE GRAVE;CAIRU;BA;SNCL;15/02/2012;13:20:00;0
45487;45487;ACIDENTE;CAMETÁ;PA;****;16/02/2012;12:30:00;3
45684;45684;INCIDENTE;PERUÍBE;SP;****;17/02/2012;14:45:00;0
45689;45689;INCIDENTE;RIO DE JANEIRO;RJ;****;17/02/2012;23:00:00;0
45712;45712;INCIDENTE;CABO FRIO;RJ;****;17/02/2012;12:00:00;0
45713;45713;INCIDENTE;SÃO PAULO;SP;****;17/02/2012;11:30:00;0
45584;45584;INCIDENTE GRAVE;ESTÂNCIA;SE;SNOD;19/02/2012;15:10:00;0
45598;45598;INCIDENTE GRAVE;BRAGANÇA PAULISTA;SP;SBBP;20/02/2012;14:10:00;0
45715;45715;INCIDENTE;MANAUS;AM;SWFN;20/02/2012;09:10:00;0
45571;45571;ACIDENTE;MARITUBA;PA;****;22/02/2012;13:40:00;9
45710;45710;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;SBCT;22/02/2012;22:45:00;0
45714;45714;INCIDENTE;BELO HORIZONTE;MG;SBBH;22/02/2012;19:35:00;0
45681;45681;INCIDENTE;MANAUS;AM;SBEG;23/02/2012;10:25:00;0
45527;45527;ACIDENTE;CORUPÁ;SC;****;24/02/2012;11:45:00;0
45569;45569;ACIDENTE;COSTA RICA;MS;****;24/02/2012;10:30:00;0
45653;45653;INCIDENTE GRAVE;GUARULHOS;SP;SBGR;24/02/2012;20:04:00;0
45490;45490;ACIDENTE;BELÉM;PA;****;25/02/2012;11:47:00;1
45680;45680;INCIDENTE;CONFINS;MG;SBCF;25/02/2012;20:00:00;0
45709;45709;INCIDENTE;RIO DE JANEIRO;RJ;****;26/02/2012;15:42:00;0
45522;45522;ACIDENTE;SÃO JOSÉ;SC;SSKT;27/02/2012;21:00:00;0
45599;45599;INCIDENTE GRAVE;BRAGANÇA PAULISTA;SP;SBBP;27/02/2012;19:15:00;0
45523;45523;ACIDENTE;ENVIRA;AM;****;28/02/2012;21:30:00;0
45573;45573;ACIDENTE;MANAUS;AM;****;28/02/2012;10:15:00;2
45570;45570;ACIDENTE;LUIZ ALVES;SC;****;29/02/2012;11:15:00;0
45727;45727;INCIDENTE;BARRA DO GARÇAS;MT;SBBW;01/03/2012;12:50:00;0
45526;45526;ACIDENTE;QUERÊNCIA DO NORTE;PR;****;02/03/2012;12:50:00;0
45589;45589;ACIDENTE;LINS;SP;SWXQ;02/03/2012;17:35:00;0
45707;45707;INCIDENTE;FORTALEZA;CE;SBFZ;02/03/2012;22:12:00;0
45610;45610;INCIDENTE;SÃO JOSÉ DO RIO PRETO;SP;****;03/03/2012;13:00:00;0
45706;45706;INCIDENTE;RIO BRANCO;AC;SBRB;03/03/2012;17:35:00;0
45711;45711;INCIDENTE;SÃO PAULO;SP;****;03/03/2012;11:30:00;0
45596;45596;ACIDENTE;ELISEU MARTINS;PI;****;06/03/2012;12:30:00;2
45604;45604;INCIDENTE;RIO DE JANEIRO;RJ;SBRJ;06/03/2012;11:31:00;0
45670;45670;INCIDENTE;SALVADOR;BA;SBSV;06/03/2012;23:25:00;0
45594;45594;ACIDENTE;ITUMBIARA;GO;****;07/03/2012;10:00:00;0
45601;45601;INCIDENTE;GUARULHOS;SP;SBGR;07/03/2012;17:40:00;0
45624;45624;INCIDENTE;VITÓRIA;ES;****;07/03/2012;11:45:00;0
45671;45671;INCIDENTE;PALMAS;TO;SBPJ;07/03/2012;10:50:00;0
45728;45728;INCIDENTE;RIO BRANCO;AC;****;08/03/2012;22:00:00;0
45677;45677;INCIDENTE;ANÁPOLIS;GO;****;09/03/2012;08:30:00;0
45695;45695;INCIDENTE;MACAÉ;RJ;SBME;09/03/2012;11:35:00;0
45698;45698;INCIDENTE;FORTALEZA;CE;****;09/03/2012;14:00:00;0
45612;45612;INCIDENTE;LONDRINA;PR;SBLO;10/03/2012;16:35:00;0
45647;45647;INCIDENTE;MACAÉ;RJ;****;10/03/2012;11:48:00;0
45694;45694;INCIDENTE;RIBEIRÃO PRETO;SP;SBRP;10/03/2012;12:25:00;0
45789;45789;INCIDENTE;ILHÉUS;BA;SBIL;10/03/2012;12:30:00;0
45696;45696;INCIDENTE;CAMPINAS;SP;****;11/03/2012;17:30:00;0
45697;45697;INCIDENTE;RIBEIRÃO PRETO;SP;****;11/03/2012;22:42:00;0
45597;45597;ACIDENTE;CAMPO GRANDE;MS;SBCG;12/03/2012;14:38:00;2
45611;45611;INCIDENTE;RIO DE JANEIRO;RJ;SBGL;12/03/2012;01:42:00;0
45618;45618;ACIDENTE;LUIZ ALVES;SC;****;12/03/2012;17:00:00;1
45600;45600;INCIDENTE GRAVE;ESPUMOSO;RS;****;13/03/2012;20:30:00;0
45609;45609;INCIDENTE;GOIÂNIA;GO;****;13/03/2012;12:50:00;0
45786;45786;INCIDENTE;SALVADOR;BA;SBSV;14/03/2012;12:46:00;0
45692;45692;INCIDENTE;FRANCA;SP;****;15/03/2012;14:35:00;0
45729;45729;ACIDENTE;MIRANDA;MS;****;15/03/2012;10:00:00;0
45625;45625;INCIDENTE;SANTA MARIA;RS;****;16/03/2012;12:25:00;0
45654;45654;INCIDENTE GRAVE;SÃO JOSÉ;SC;SSKT;16/03/2012;21:00:00;0
45691;45691;INCIDENTE;FRANCO DA ROCHA;SP;****;16/03/2012;18:40:00;0
45864;45864;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;****;17/03/2012;17:30:00;0
45685;45685;INCIDENTE;CABO FRIO;RJ;SBBZ;18/03/2012;12:20:00;0
45619;45619;ACIDENTE;SOROCABA;SP;SDCO;19/03/2012;19:18:00;0
45652;45652;ACIDENTE;PORTO ALEGRE;RS;****;19/03/2012;14:20:00;0
45686;45686;INCIDENTE;GUARULHOS;SP;****;20/03/2012;16:10:00;0
46067;46067;INCIDENTE;MACAÉ;RJ;****;21/03/2012;12:50:00;0
45795;45795;INCIDENTE;GOIÂNIA;GO;SBGO;22/03/2012;19:45:00;0
45796;45796;INCIDENTE;FORTALEZA;CE;SBFZ;22/03/2012;14:41:00;0
45730;45730;ACIDENTE;MARICÁ;RJ;SDMC;23/03/2012;16:15:00;0
45798;45798;INCIDENTE GRAVE;CHAPECÓ;SC;****;23/03/2012;21:17:00;0
45651;45651;ACIDENTE;ITU;SP;****;24/03/2012;20:45:00;0
45794;45794;ACIDENTE;NAVEGANTES;SC;SBNF;24/03/2012;17:40:00;0
45784;45784;INCIDENTE;BELO HORIZONTE;MG;****;26/03/2012;17:45:00;0
45797;45797;INCIDENTE;RIBEIRÃO PRETO;SP;SBRP;26/03/2012;20:38:00;0
46901;46901;ACIDENTE;MANAUS;AM;SBEG;26/03/2012;20:30:00;2
52057;52057;INCIDENTE;MACEIÓ;AL;SBMO;26/03/2012;13:19:00;0
45792;45792;INCIDENTE;SÃO PAULO;SP;SBSP;27/03/2012;16:00:00;0
45793;45793;INCIDENTE;GOIÂNIA;GO;****;27/03/2012;19:55:00;0
45780;45780;INCIDENTE;CAMPINAS;SP;****;28/03/2012;19:30:00;0
45790;45790;INCIDENTE;CURITIBA;PR;SBBI;28/03/2012;21:40:00;0
45791;45791;INCIDENTE;MACAÉ;RJ;SBME;28/03/2012;13:45:00;0
45773;45773;INCIDENTE;SANTA MARIA;RS;****;29/03/2012;20:33:00;0
45785;45785;INCIDENTE;COARI;AM;****;29/03/2012;15:20:00;3
45754;45754;INCIDENTE GRAVE;GOIÂNIA;GO;SWNV;30/03/2012;14:30:00;0
45774;45774;INCIDENTE;BELO HORIZONTE;MG;SBBH;30/03/2012;13:31:00;0
45731;45731;ACIDENTE;PALMAS;TO;****;31/03/2012;19:21:00;0
46069;46069;INCIDENTE;GUARULHOS;SP;****;01/04/2012;13:30:00;0
45753;45753;INCIDENTE GRAVE;OURO FINO;MG;SNOF;02/04/2012;16:30:00;0
45775;45775;INCIDENTE;SÃO PAULO;SP;****;02/04/2012;18:32:00;0
45732;45732;ACIDENTE;SORRISO;MT;****;03/04/2012;17:30:00;0
45756;45756;INCIDENTE GRAVE;SÃO FÉLIX DO XINGU;PA;****;03/04/2012;14:25:00;1
45755;45755;INCIDENTE GRAVE;CARUARU;PE;SNRU;04/04/2012;10:45:00;0
52058;52058;INCIDENTE;BAURU;SP;SBBU;04/04/2012;20:20:00;0
45733;45733;ACIDENTE;BELO HORIZONTE;MG;****;05/04/2012;17:00:00;0
45734;45734;ACIDENTE;TIROS;MG;****;06/04/2012;13:37:00;0
45752;45752;INCIDENTE GRAVE;BRAGANÇA PAULISTA;SP;SBBP;11/04/2012;12:00:00;4
45776;45776;INCIDENTE;GOVERNADOR VALADARES;MG;****;11/04/2012;09:15:00;0
47082;47082;INCIDENTE GRAVE;SAPEZAL;MT;****;11/04/2012;11:30:00;0
45779;45779;INCIDENTE;BRASÍLIA;DF;****;12/04/2012;19:00:00;0
45803;45803;INCIDENTE;BELO HORIZONTE;MG;SBBH;12/04/2012;10:30:00;0
45746;45746;ACIDENTE;FRANCA;SP;****;13/04/2012;20:25:00;0
45747;45747;ACIDENTE;CAMPO GRANDE;MS;SSKG;13/04/2012;20:30:00;0
45750;45750;ACIDENTE;ITIRAPINA;SP;****;13/04/2012;15:45:00;0
45751;45751;ACIDENTE;ITANHAÉM;SP;****;14/04/2012;15:30:00;2
45749;45749;ACIDENTE;GUARATINGUETÁ;SP;SBGW;15/04/2012;20:45:00;0
45777;45777;INCIDENTE;MANAUS;AM;SBEG;15/04/2012;06:15:00;0
45781;45781;INCIDENTE;UBERLÂNDIA;MG;SBUL;15/04/2012;20:40:00;0
46056;46056;INCIDENTE;GUAÍBA;RS;****;15/04/2012;12:05:00;0
45748;45748;ACIDENTE;FORTALEZA;CE;SBFZ;16/04/2012;22:50:00;0
46053;46053;INCIDENTE;MACAÉ;RJ;SBME;18/04/2012;12:59:00;0
45778;45778;INCIDENTE;GOIÂNIA;GO;SBGO;19/04/2012;21:45:00;0
45757;45757;ACIDENTE;JUNDIAÍ;SP;SBJD;20/04/2012;20:20:00;2
45759;45759;ACIDENTE;MACAPÁ;AP;****;20/04/2012;08:55:00;2
45783;45783;INCIDENTE;CHAVES;PA;****;21/04/2012;12:45:00;0
46052;46052;INCIDENTE;COARI;AM;****;21/04/2012;13:05:00;0
45834;45834;INCIDENTE;PORTO ALEGRE;RS;SBPA;23/04/2012;21:35:00;0
45835;45835;INCIDENTE GRAVE;BLUMENAU;SC;SSBL;23/04/2012;13:50:00;0
46048;46048;ACIDENTE;GUARULHOS;SP;SBGR;24/04/2012;16:40:00;1
45804;45804;INCIDENTE;GOIÂNIA;GO;****;25/04/2012;09:20:00;0
46055;46055;INCIDENTE;BELO HORIZONTE;MG;****;25/04/2012;20:24:00;0
46068;46068;INCIDENTE;RECIFE;PE;SBRF;25/04/2012;11:26:00;0
45820;45820;ACIDENTE;GUARUJÁ;SP;****;26/04/2012;17:26:00;3
45799;45799;ACIDENTE;SÃO SEBASTIÃO DO PASSÉ;BA;****;27/04/2012;12:40:00;1
45801;45801;INCIDENTE;GUARULHOS;SP;SBGR;27/04/2012;03:54:00;0
45844;45844;INCIDENTE;CONFINS;MG;SBCF;27/04/2012;01:40:00;0
45842;45842;INCIDENTE;MACAPÁ;AP;SBMQ;28/04/2012;14:23:00;0
46109;46109;INCIDENTE;RECIFE;PE;SBRF;28/04/2012;11:23:00;0
53433;53433;ACIDENTE;MARINGÁ;PR;SSXO;28/04/2012;20:00:00;0
46070;46070;INCIDENTE;TEIXEIRA DE FREITAS;BA;SNTF;29/04/2012;20:20:00;0
45800;45800;INCIDENTE GRAVE;SALVADOR;BA;SBSV;30/04/2012;20:25:00;0
45821;45821;ACIDENTE;LENÇÓIS PAULISTA;SP;****;01/05/2012;17:15:00;2
45843;45843;INCIDENTE;GUARULHOS;SP;SBGR;01/05/2012;23:30:00;0
45845;45845;INCIDENTE;VITÓRIA;ES;SBVT;02/05/2012;19:50:00;0
45850;45850;INCIDENTE;SERRA;ES;****;02/05/2012;19:09:00;0
45831;45831;INCIDENTE GRAVE;MARINGÁ;PR;SBMG;03/05/2012;12:00:00;0
45833;45833;INCIDENTE GRAVE;MARICÁ;RJ;****;03/05/2012;11:20:00;0
46111;46111;INCIDENTE;RECIFE;PE;SBRF;03/05/2012;11:28:00;0
45912;45912;INCIDENTE GRAVE;MUCAJAÍ;RR;SWMV;04/05/2012;19:30:00;0
45822;45822;ACIDENTE;PORTO VELHO;RO;****;05/05/2012;11:15:00;0
45830;45830;INCIDENTE GRAVE;FORMOSA;GO;SWFR;06/05/2012;19:00:00;0
45841;45841;INCIDENTE;RIO BRANCO;AC;SBRB;07/05/2012;23:42:00;0
46847;46847;ACIDENTE;MARECHAL CÂNDIDO RONDON;PR;SSCR;07/05/2012;20:25:00;2
45819;45819;ACIDENTE;PIRANHAS;GO;****;08/05/2012;19:30:00;2
46072;46072;INCIDENTE;UBERABA;MG;SBUR;09/05/2012;10:50:00;0
45829;45829;ACIDENTE;SANTA MARIANA;PR;****;10/05/2012;12:00:00;0
45853;45853;INCIDENTE;RIO DE JANEIRO;RJ;SBRJ;10/05/2012;14:50:00;0
45849;45849;INCIDENTE;SÃO JOSÉ DO RIO PRETO;SP;SBSR;16/05/2012;11:00:00;0
45856;45856;INCIDENTE GRAVE;PRESIDENTE FIGUEIREDO;AM;****;16/05/2012;19:30:00;0
45892;45892;INCIDENTE;CONFINS;MG;SBCF;16/05/2012;17:50:00;0
45894;45894;ACIDENTE;AFUÁ;PA;****;16/05/2012;12:10:00;0
45854;45854;INCIDENTE;RIO DE JANEIRO;RJ;SBJR;17/05/2012;19:40:00;0
